168050157629.08746, 580.9627674170634
100632760201.99785, 557.9849213160966
286671083200.5519, 593.356768635935
510476019939.05725, 642.264412681469
928764518502.5045, 722.639469655006
1455228333208.9282, 828.5161125771912
2380484847976.9927, 1046.3797558946385
3894312785948.1284, 1347.308547844562
6795850325907.329, 1986.3864907570457
10210041759337.795, 2762.3228539991237
16012447775657.736, 4071.134752309916
22083757383609.035, 5445.313788546802
34636524263808.684, 8181.88400878588
52056344107783.97, 12531.724336284258
73354661540736.39, 17423.208288743837
112627289102446.9, 26688.045692152897
162145674146532.94, 37831.58731712013
265487653011232.7, 61419.276220897584
453796261744156.8, 107739.39900532286
711843477496289.4, 168261.08622165583
1165446500575837.8, 267944.2568421687
1908232567884694, 435005.3352200989
2993332077646197.5, 679365.867009646
5006917259555122, 1103024.0536123083
7207771679430879, 1533675.246217514
10376039764520076, 2132464.6123148743
